"","type1","name1","type2","name2"
"19474","protein_coding","Vstm2a","protein_coding","Wdr19"
"19475","protein_coding","Kcnip4","protein_coding","Btnl4"
"19476","LTR","IAPEz-int","LTR","IAPEz-int"
"19477","protein_coding","Dlgap1","protein_coding","Sacm1l"
"19478","LTR","IAPEz-int","LTR","IAPEz-int"
"19479","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"19480","LTR","IAPEz-int","LTR","IAPEz-int"
"19481","SINE","B1_Mm","protein_coding","Sacm1l"
"19482","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19483","protein_coding","Sacm1l","protein_coding","Atxn3"
"19484","LTR","IAPEz-int","protein_coding","Zfp398"
"19485","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19486","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19487","rRNA_repeat","SSU-rRNA_Hsa","LTR","IAPEz-int"
"19488","protein_coding","St3gal3","protein_coding","Sh3bp4"
"19489","LINE","L1Md_A","protein_coding","Adcy2"
"19490","protein_coding","Fto","LINE","L1Md_F3"
"19491","lincRNA","Gm5544","protein_coding","Slc1a6"
"19492","protein_coding","Ssu72","LINE","L1PB4"
"19493","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19494","LTR","IAPEz-int","LTR","IAPEz-int"
"19495","LTR","IAPEz-int","protein_coding-noncoding","Eif4a2"
"19496","LTR","IAPEz-int","LTR","IAPEz-int"
"19497","protein_coding","Set","LINE","Lx9"
"19498","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19499","protein_coding","Otud3","protein_coding","Adcy5"
"19500","protein_coding","Rnf130","lincRNA","Gm16742"
"19501","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Pax7"
"19502","LTR","IAPEz-int","LTR","IAPEz-int"
"19503","LTR","IAPLTR2a","protein_coding","Braf"
"19504","protein_coding","Odz2","protein_coding","Rg9mtd1"
"19505","LTR","IAPLTR2a","protein_coding","AI480653"
"19506","protein_coding","Fbxl20","protein_coding","Gnaq"
"19507","protein_coding","Abr","LTR","IAPEz-int"
"19508","protein_coding","Sorbs1","protein_coding","Rgnef"
"19509","protein_coding","Sacm1l","protein_coding","Fut8"
"19510","protein_coding","Rab31","LTR","RLTR18B"
"19511","LTR","IAPEz-int","LTR","IAPEz-int"
"19512","LTR","ORR1A2","protein_coding","Copg2"
"19513","protein_coding","Arfgef2","protein_coding","Psd3"
"19514","protein_coding","1700112E06Rik","LTR","IAPEz-int"
"19515","protein_coding","Sybu","protein_coding","Pde4d"
"19516","LTR","IAPEz-int","protein_coding","Sacm1l"
"19517","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19518","protein_coding","Dlg2","protein_coding","Gpatch8"
"19519","LTR","IAPEz-int","LTR","IAPEz-int"
"19520","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19521","protein_coding","Zfp398","protein_coding","Dst"
"19522","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Dlgap1"
"19523","LTR","IAPEz-int","LTR","IAPEz-int"
"19524","protein_coding","Bai3","protein_coding","Prickle2"
"19525","LTR","IAPLTR2a","protein_coding","Sf3b2"
"19526","LINE","Lx8","SINE","B1_Mm"
"19527","lincRNA","Gm17306","protein_coding","Cacna1i"
"19528","protein_coding","Ryr1","protein_coding","Dnahc2"
"19529","LTR","IAPEz-int","LTR","IAPEz-int"
"19530","rRNA_repeat","LSU-rRNA_Hsa","rRNA_repeat","LSU-rRNA_Hsa"
"19531","LTR","IAPLTR2a","protein_coding","Hip1"
"19532","LTR","IAPEz-int","LTR","IAPEz-int"
"19533","LTR","IAPEz-int","LTR","IAPEz-int"
"19534","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19535","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19536","protein_coding","Dazap1","Simple_repeat","(TATATG)n"
"19537","protein_coding","Jarid2","rRNA_repeat","LSU-rRNA_Hsa"
"19538","LTR","IAPEz-int","LTR","IAPEz-int"
"19539","protein_coding","Sacm1l","LTR","IAPEz-int"
"19540","protein_coding","Kcnd2","LTR","MTD"
"19541","protein_coding","Lmbrd1","protein_coding","Arhgap12"
"19542","protein_coding","Grm8","LTR","RLTR4_MM-int"
"19543","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"19544","protein_coding","Blmh","LTR","IAPEz-int"
"19545","LTR","IAPEz-int","LINE","L1VL2"
"19546","protein_coding","Dnajc1","protein_coding","Csgalnact1"
"19547","LTR","IAPEz-int","LTR","IAPEz-int"
"19548","protein_coding","Mtap2","protein_coding","Mdga2"
"19549","protein_coding","Cwc22","protein_coding","Tcof1"
"19550","protein_coding","Gm20388","protein_coding","Gm16039"
"19551","protein_coding","Ankdd1b","LTR","MYSERV-int"
"19552","LTR","IAPLTR2a","protein_coding","Ankdd1b"
"19553","LTR","IAPEz-int","LTR","IAPEz-int"
"19554","protein_coding","Pcmtd1","protein_coding","Pde4d"
"19555","LTR","IAPEz-int","protein_coding","Whsc1"
"19556","protein_coding","Kalrn","LINE","Lx2B"
"19557","LTR","IAPEz-int","protein_coding","Ankdd1b"
"19558","LTR","IAPEz-int","LTR","IAPEz-int"
"19559","protein_coding","Gm20388","protein_coding","Wipf3"
"19560","LTR","IAPEz-int","LTR","IAPEz-int"
"19561","protein_coding","Ttn","protein_coding","Slc41a2"
"19562","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19563","protein_coding","4933439F18Rik","protein_coding","Crtam"
"19564","LTR","IAPEz-int","LTR","IAPEz-int"
"19565","protein_coding","Galnt13","LINE","L1_Mur3"
"19566","rRNA_repeat","LSU-rRNA_Hsa","rRNA_repeat","LSU-rRNA_Hsa"
"19567","protein_coding","Cacng7","LTR","IAPEz-int"
"19568","protein_coding","Syn2","LINE","L1Md_A"
"19569","LTR","RMER13A","LTR","RLTR4_MM-int"
"19570","protein_coding","Sacm1l","protein_coding","Gm20388"
"19571","protein_coding","Sgk3","SINE","B3A"
"19572","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19573","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Camk1d"
"19574","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19575","LTR","IAPEz-int","LTR","IAPEz-int"
"19576","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"19577","LINE","L1MDa","protein_coding","Il1rapl2"
"19578","protein_coding","Specc1","protein_coding","Fam20c"
"19579","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19580","protein_coding","Sacm1l","LTR","IAPEz-int"
"19581","protein_coding","Itga9","protein_coding","Dlgap1"
"19582","protein_coding","Fut8","protein_coding","Map3k1"
"19583","LINE","L1_Mus2","protein_coding","Mdga2"
"19584","LTR","IAPLTR2a","protein_coding-noncoding","Apbb1ip"
"19585","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"19586","protein_coding-noncoding","Srr","LTR","IAPEz-int"
"19587","SINE","B3A","protein_coding","Etl4"
"19588","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19589","protein_coding","Jarid2","protein_coding","Filip1l"
"19590","protein_coding","E130309F12Rik","LINE","L1Md_F2"
"19591","protein_coding","Atp2b2","protein_coding","Adck1"
"19592","protein_coding","Mreg","LTR","IAPEz-int"
"19593","LTR","IAPEz-int","LTR","IAPEz-int"
"19594","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"19595","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"19596","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"19597","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19598","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19599","LTR","IAPEz-int","LTR","IAPEz-int"
"19600","miRNA","mmu-miR-5100","SINE","B1_Mur3"
"19601","protein_coding","Gnb1l","LTR","IAPEz-int"
"19602","LINE","L1Md_T","LTR","IAPEz-int"
"19603","LINE","L1Md_F2","protein_coding","Mdga2"
"19604","protein_coding","Fut8","LINE","L1_Rod"
"19605","protein_coding","Slc44a3","rRNA_repeat","LSU-rRNA_Hsa"
"19606","LINE","L1_Mus1","antisense","Gm3848"
"19607","pseudogene","Gm12248","LINE","Lx9"
"19608","LTR","IAPEz-int","SINE","MIRc"
"19609","LTR","IAPEz-int","LINE","L1Md_T"
"19610","LTR","IAPEz-int","protein_coding","Acadvl"
"19611","LTR","IAPEz-int","LTR","IAPEz-int"
"19612","LTR","IAPEz-int","LTR","IAPEz-int"
"19613","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19614","protein_coding","Kcnq5","protein_coding","Wt1"
"19615","protein_coding","Rab31","protein_coding","Itpr1"
"19616","LTR","IAPEz-int","LTR","IAPEz-int"
"19617","protein_coding","Nell1","LTR","IAPEz-int"
"19618","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Ube3b"
"19619","protein_coding","Lrrtm4","protein_coding","Edc3"
"19620","protein_coding","Fut8","protein_coding","Sacm1l"
"19621","LTR","IAPEz-int","LTR","IAPEz-int"
"19622","LINE","L1VL1","protein_coding","Hhipl1"
"19623","protein_coding","Sacm1l","protein_coding","Negr1"
"19624","protein_coding","Ninl","LTR","IAPLTR2a"
"19625","protein_coding","Fut8","protein_coding","Sacm1l"
"19626","LTR","IAPEz-int","protein_coding","Lmbr1l"
"19627","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19628","protein_coding","Kcnip4","LTR","MTEb"
"19629","protein_coding","Otud3","protein_coding","Lypd6b"
"19630","protein_coding","Mpped1","protein_coding","Aldh1l1"
"19631","LINE","L1Md_F2","LTR","IAPEY3-int"
"19632","LTR","IAPEz-int","protein_coding","Glrb"
"19633","SINE","RSINE1","LTR","IAPEz-int"
"19634","protein_coding","Arfgef2","protein_coding","Psd3"
"19635","protein_coding","Pcdhga9","protein_coding","Nlgn1"
"19636","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19637","LTR","IAPEz-int","protein_coding","Sorbs3"
"19638","LTR","IAPEz-int","LTR","RLTR12A"
"19639","protein_coding","A830018L16Rik","protein_coding","Ift122"
"19640","LINE","Lx2B","protein_coding","Map3k1"
"19641","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19642","SINE","B4A","protein_coding","Dst"
"19643","protein_coding","Sacm1l","protein_coding","Katnal2"
"19644","protein_coding","Usp15","protein_coding","Spink11"
"19645","protein_coding","Kcnip4","LINE","Lx3_Mus"
"19646","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"19647","protein_coding","Prickle1","LTR","IAPEz-int"
"19648","lincRNA","4932441J04Rik","miRNA","mmu-miR-466i-5p"
"19649","LTR","IAPLTR2a","protein_coding","Odz2"
"19650","protein_coding","Scd3","LTR","MurERV4_19-int"
"19651","LTR","IAPEz-int","LTR","IAPEz-int"
"19652","protein_coding","Vps13b","protein_coding","Klf12"
"19653","LTR","IAPEz-int","LTR","IAPEz-int"
"19654","protein_coding","Celf2","LTR","RMER15"
"19655","protein_coding","Srebf2","LINE","L1Md_T"
"19656","protein_coding","Tnni3k","protein_coding","Dtna"
"19657","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19658","SINE","B3A","LTR","RLTR11B"
"19659","LINE","L1Md_T","protein_coding","Ceacam10"
"19660","LTR","IAPEz-int","LTR","IAPEz-int"
"19661","protein_coding","Jarid2","protein_coding","Filip1l"
"19662","protein_coding","St8sia1","Low_complexity","T-rich"
"19663","protein_coding","Katnal2","protein_coding","Celf2"
"19664","protein_coding","Ssbp2","LINE","L1Md_T"
"19665","protein_coding","Kcmf1","protein_coding","Spock1"
"19666","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Gucy1a2"
"19667","protein_coding","Kcnb2","protein_coding","Usp15"
"19668","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Clstn2"
"19669","protein_coding","Clns1a","protein_coding","Setbp1"
"19670","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19671","LTR","IAPEz-int","LINE","L1_Mus3"
"19672","protein_coding","Nrxn1","SINE","B4"
"19673","protein_coding","Sacm1l","lincRNA","Gm16641"
"19674","protein_coding","Sacm1l","protein_coding","Fut8"
"19675","SINE","B3","protein_coding","Pnkd"
"19676","protein_coding","Klhl12","rRNA_repeat","LSU-rRNA_Hsa"
"19677","LTR","IAPEz-int","LTR","IAPEz-int"
"19678","protein_coding","Abca15","protein_coding","Eif4enif1"
"19679","LTR","IAPEz-int","LTR","IAPEz-int"
"19680","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19681","protein_coding","Fut8","protein_coding","Sacm1l"
"19682","protein_coding","Hhipl1","protein_coding","Robo2"
"19683","protein_coding","Pde10a","protein_coding","Csrnp3"
"19684","LINE","L1Md_A","Simple_repeat","(TA)n"
"19685","LINE","Lx6","protein_coding","Klhl18"
"19686","LTR","IAPEz-int","LTR","IAPEz-int"
"19687","protein_coding","Lmbr1l","protein_coding","Nedd4l"
"19688","protein_coding","Fam172a","SINE","B2_Mm1t"
"19689","protein_coding","Ctnnd2","LTR","IAPEz-int"
"19690","LINE","Lx3B","protein_coding","Asah1"
"19691","protein_coding","Kcnq5","SINE","RSINE1"
"19692","LTR","IAPEz-int","LTR","IAPEz-int"
"19693","LTR","IAPLTR2a","rRNA_repeat","LSU-rRNA_Hsa"
"19694","LTR","IAPEz-int","lincRNA","Gm10649"
"19695","protein_coding","Fut8","protein_coding","Sacm1l"
"19696","LTR","IAPEz-int","LTR","IAPEz-int"
"19697","protein_coding","Fut8","protein_coding","Sacm1l"
"19698","protein_coding","Erp44","LTR","IAPEz-int"
"19699","LTR","IAPEz-int","protein_coding","Pde3b"
"19700","LINE","Lx2B","LTR","IAPEz-int"
"19701","LTR","IAPEz-int","LTR","IAPEz-int"
"19702","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"19703","LTR","IAPEz-int","LTR","IAPEz-int"
"19704","LTR","IAPEz-int","LTR","IAPEz-int"
"19705","protein_coding","Itsn1","lincRNA","Gm17627"
"19706","protein_coding","Zzz3","protein_coding","Phactr1"
"19707","LTR","IAPEz-int","LTR","IAPEz-int"
"19708","LTR","IAPEz-int","protein_coding","Pir"
"19709","protein_coding","Fut8","protein_coding","Sacm1l"
"19710","LTR","MMERVK10C-int","protein_coding","2310067B10Rik"
"19711","LTR","IAPEz-int","protein_coding","Heph"
"19712","protein_coding","Sacm1l","protein_coding","Adam23"
"19713","LINE","L1Md_F3","LTR","IAPEz-int"
"19714","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19715","protein_coding","Magi2","protein_coding","Lhx3"
"19716","protein_coding","Dhx32","protein_coding","Gpr158"
"19717","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19718","protein_coding","Ccdc13","SINE","B3"
"19719","protein_coding","Npas3","LINE","Lx8"
"19720","LTR","IAPEz-int","LTR","IAPEz-int"
"19721","LTR","ORR1A3-int","LTR","IAPEz-int"
"19722","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"19723","protein_coding","Eif4a2","protein_coding","Atp8b2"
"19724","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"19725","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19726","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"19727","protein_coding","Dlk1","protein_coding","Ankrd13b"
"19728","LTR","IAPEz-int","LTR","MMETn-int"
"19729","LTR","IAPEz-int","LTR","IAPEz-int"
"19730","LTR","IAPEz-int","protein_coding","Dlg1"
"19731","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19732","protein_coding","Tom1l2","protein_coding","Olfr631"
"19733","protein_coding","1110051M20Rik","protein_coding","Stxbp4"
"19734","LTR","IAPEz-int","protein_coding","Sh3rf3"
"19735","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19736","LTR","MTE-int","protein_coding","Hspa9"
"19737","LTR","IAPEz-int","protein_coding","Camk1d"
"19738","protein_coding","Sacm1l","protein_coding","Plin3"
"19739","LINE","L1M2","protein_coding","Fermt2"
"19740","protein_coding","Sacm1l","LINE","L1Md_F2"
"19741","protein_coding","Dgcr2","protein_coding","Zp3r"
"19742","LTR","IAPEz-int","LTR","IAPEz-int"
"19743","protein_coding","Dlgap2","SINE","B2_Mm2"
"19744","LINE","L1VL2","protein_coding","Csmd1"
"19745","protein_coding","Ppip5k1","protein_coding","Ninj2"
"19746","protein_coding","Ptk2b","protein_coding","Clns1a"
"19747","protein_coding","Lass4","LTR","IAPEz-int"
"19748","protein_coding","Rpap1","protein_coding","Acly"
"19749","protein_coding","Dcdc2a","LTR","IAPEz-int"
"19750","protein_coding","Nebl","SINE","B3A"
"19751","protein_coding","Vmn2r59","LTR","IAPEz-int"
"19752","LTR","IAPEz-int","protein_coding","Sgsm2"
"19753","protein_coding","Slc5a10","LTR","MTE2a"
"19754","protein_coding","Irf2","protein_coding","Ap2m1"
"19755","LINE","Lx7","protein_coding","Etl4"
"19756","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"19757","LTR","IAPEz-int","LTR","IAPEz-int"
"19758","protein_coding","Ndufb4","Simple_repeat","(TATATG)n"
"19759","SINE","MIR3","LINE","L1Md_F3"
"19760","protein_coding","2210009G21Rik","protein_coding","Cdc42bpa"
"19761","LTR","IAPLTR2a","lincRNA","E230016M11Rik"
"19762","protein_coding","Dlgap1","protein_coding","Sacm1l"
"19763","protein_coding","Cep120","LINE","L1_Mus3"
"19764","protein_coding","Zfp423","rRNA_repeat","LSU-rRNA_Hsa"
"19765","protein_coding","Fut8","protein_coding","Sacm1l"
"19766","protein_coding","Dst","protein_coding","Sacm1l"
"19767","LTR","IAPEz-int","LTR","IAPEz-int"
"19768","protein_coding","Fryl","protein_coding","Nrxn1"
"19769","protein_coding","Ntm","protein_coding","Ahcyl2"
"19770","protein_coding","Map3k1","protein_coding","Limch1"
"19771","LTR","IAPEz-int","LTR","IAPEz-int"
"19772","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"19773","protein_coding","Prpf18","SINE","RSINE1"
"19774","protein_coding","Dlgap1","rRNA_repeat","LSU-rRNA_Hsa"
"19775","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19776","protein_coding","Slco2a1","protein_coding","Galntl6"
"19777","protein_coding","Stard3nl","protein_coding","Lhfpl4"
"19778","protein_coding","Vit","protein_coding","Ttc18"
"19779","protein_coding","A430084P05Rik","protein_coding","Ppap2a"
"19780","protein_coding","Kcnip1","protein_coding","Pnkd"
"19781","protein_coding","2210009G21Rik","protein_coding","Cdh23"
"19782","protein_coding","Cntnap5a","LTR","IAPEz-int"
"19783","LTR","ORR1C2","LTR","IAPEz-int"
"19784","SINE","PB1D7","protein_coding","1500011H22Rik"
"19785","LTR","IAPEz-int","LTR","IAPEz-int"
"19786","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19787","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"19788","protein_coding","Tab2","protein_coding","1700057G04Rik"
"19789","LTR","MLT1A0","protein_coding","Donson"
"19790","LINE","Lx5","protein_coding-noncoding","Eif4a2"
"19791","protein_coding","Selk","protein_coding","Mybl1"
"19792","LTR","IAPEz-int","LTR","IAPEz-int"
"19793","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"19794","protein_coding","Dcun1d3","protein_coding","Robo1"
"19795","protein_coding","Zc3h7a","LINE","L1Md_T"
"19796","LINE","L1Md_A","protein_coding","Clns1a"
"19797","protein_coding","Wdyhv1","protein_coding","Ankrd6"
"19798","LTR","IAPEz-int","LTR","IAPEz-int"
"19799","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Dlgap1"
"19800","protein_coding","Drosha","SINE","B1_Mus1"
"19801","protein_coding","Frmpd4","LTR","ORR1A4"
"19802","protein_coding","Sacm1l","protein_coding","Grlf1"
"19803","protein_coding","Hnrnpul2","LTR","IAPEz-int"
"19804","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19805","LTR","IAPLTR2a","LTR","IAPEz-int"
"19806","LTR","IAPEz-int","LTR","IAPEz-int"
"19807","protein_coding","Odz2","protein_coding","Celf2"
"19808","protein_coding","Sacm1l","protein_coding","Lrrtm4"
"19809","LTR","MMERVK10C-int","protein_coding","Gm20388"
"19810","protein_coding","Ptprd","protein_coding","Sacm1l"
"19811","protein_coding","Sacm1l","protein_coding","Dlgap1"
"19812","SINE","B2_Mm1t","protein_coding","Cntnap2"
"19813","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19814","LTR","IAPEz-int","LTR","IAPEz-int"
"19815","protein_coding","Grid2","protein_coding","Rgl1"
"19816","protein_coding","Rora","protein_coding","Dip2c"
"19817","LTR","IAPEz-int","LTR","IAPEz-int"
"19818","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_T"
"19819","protein_coding","Pdcd7","LTR","IAPEz-int"
"19820","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"19821","protein_coding","Sacm1l","protein_coding","Map3k1"
"19822","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"19823","protein_coding","Itga9","rRNA_repeat","LSU-rRNA_Hsa"
"19824","protein_coding","Znrf3","rRNA_repeat","LSU-rRNA_Hsa"
"19825","protein_coding","Gm20388","LINE","L1_Mus3"
"19826","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19827","LTR","IAPEz-int","protein_coding","Prkg1"
"19828","LTR","IAPEz-int","protein_coding","Sacm1l"
"19829","protein_coding","3110057O12Rik","protein_coding","Gpr39"
"19830","protein_coding-noncoding","Gucy2e","protein_coding","Sacm1l"
"19831","protein_coding","Car7","protein_coding","Eda2r"
"19832","protein_coding","Pcdh15","LTR","IAPEz-int"
"19833","rRNA_repeat","LSU-rRNA_Hsa","LTR","MTA_Mm"
"19834","LTR","IAPEz-int","protein_coding","Pop1"
"19835","LTR","IAPEz-int","LTR","IAPEz-int"
"19836","LTR","IAPEz-int","LTR","IAPEz-int"
"19837","rRNA_repeat","LSU-rRNA_Hsa","rRNA_repeat","LSU-rRNA_Hsa"
"19838","protein_coding","Ppp1cb","protein_coding","Rims1"
"19839","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Gabra5"
"19840","LTR","IAPLTR2a","LINE","L1Md_A"
"19841","protein_coding","Prdm10","protein_coding","Fam155a"
"19842","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"19843","LINE","L1Md_F3","LINE","L1Md_F"
"19844","LTR","IAPEz-int","LTR","IAPEz-int"
"19845","protein_coding","Prtg","lincRNA","Malat1"
"19846","protein_coding","Btrc","protein_coding","Oas3"
"19847","protein_coding","Katnal2","protein_coding","Celf2"
"19848","protein_coding","Rims2","protein_coding","Plxna4"
"19849","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"19850","protein_coding","Dpyd","protein_coding","Ankdd1b"
"19851","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"19852","LTR","IAPEz-int","protein_coding","Mycbp2"
"19853","miRNA","mmu-miR-6240","protein_coding","Mtor"
"19854","LTR","IAPLTR2a","LTR","MTC"
"19855","LTR","IAPEz-int","LTR","IAPEz-int"
"19856","protein_coding","Alms1","protein_coding","Dpy19l4"
"19857","protein_coding","Lrrc8c","protein_coding","Klhl26"
